fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Symbol
2017-12-31,USD,26088000000,13677000000,756000000,1285000000,None,2478000000,564000000,564000000,1169000000,10091000000,1733000000,8358000000,None,57000000,529000000,289000000,1310000000,21440000000,12755000000,None,311000000,299000000,299000000,9720000000,None,5966000000,299000000,5667000000,5966000000,870000000,1961000000,4583000000,None,2302000000,2000000,251300000,AON
2017-09-30,USD,25924000000,14267000000,749000000,2389000000,None,2068000000,11224000000,545000000,None,9229000000,1341000000,7888000000,None,44000000,1640000000,518000000,298000000,20677000000,12474000000,None,331000000,305000000,305000000,8905000000,None,5662000000,305000000,5662000000,5967000000,1289000000,846000000,5175000000,None,2914000000,3000000,255600000,AON
2017-06-30,USD,27189000000,15602000000,684000000,3430000000,None,2191000000,11222000000,556000000,None,9147000000,1402000000,7745000000,None,122000000,2746000000,399000000,368000000,21636000000,13375000000,None,377000000,292000000,292000000,8976000000,None,5631000000,5923000000,5631000000,5923000000,2078000000,858000000,5487000000,None,3574000000,3000000,262400000,AON
2017-03-31,USD,26982000000,15393000000,433000000,633000000,None,2103000000,11439000000,536000000,None,9430000000,1886000000,7544000000,None,121000000,200000000,309000000,379000000,21156000000,12970000000,None,338000000,667000000,667000000,8746000000,None,5610000000,667000000,5610000000,6277000000,773000000,733000000,5754000000,None,3934000000,3000000,264800000,AON
2016-12-31,USD,26615000000,13146000000,426000000,716000000,None,2589000000,550000000,550000000,1196000000,9300000000,1890000000,7410000000,None,119000000,290000000,247000000,360000000,21083000000,12495000000,None,393000000,336000000,336000000,9376000000,None,6205000000,0,5869000000,6205000000,656000000,719000000,5475000000,None,3807000000,3000000,265100000,AON
2021-09-30,USD,14426000000,2169000000,348000000,348000000,441000000,1222000000,49856000000,8113000000,33889000000,None,None,None,1538000000,1538000000,None,599000000,1255000000,16073000000,2038000000,643000000,None,215000000,0,10987000000,87000000,7193000000,215000000,None,-69000000,937000000,527000000,-1095000000,0,-9870000000,0,379000000,APA
2021-06-30,USD,14388000000,2686000000,1022000000,1022000000,450000000,1065000000,50084000000,8297000000,33744000000,None,None,None,1554000000,1554000000,None,599000000,512000000,15885000000,1778000000,587000000,None,215000000,0,11045000000,102000000,8420000000,215000000,None,-88000000,942000000,537000000,-964000000,0,-9757000000,0,379000000,APA
2021-03-31,USD,13975000000,2047000000,281000000,281000000,484000000,1057000000,51991000000,8544000000,35146000000,None,None,None,1567000000,1567000000,None,709000000,497000000,15678000000,1343000000,508000000,None,2000000,0,11440000000,106000000,8715000000,2000000,8713000000,8715000000,777000000,579000000,-1258000000,0,-10073000000,0,379000000,APA
2020-12-31,USD,12746000000,1846000000,262000000,262000000,492000000,908000000,44514000000,8819000000,34810000000,0,None,0,1555000000,1555000000,None,676000000,526000000,15973000000,1308000000,444000000,None,2000000,0,11511000000,36000000,8772000000,2000000,8770000000,8772000000,862000000,602000000,-1639000000,3189000000,-10461000000,262000000,377482630,APA
2020-09-30,USD,12875000000,1719000000,162000000,162000000,503000000,899000000,10591000000,9067000000,34486000000,None,None,None,1524000000,1524000000,None,658000000,565000000,15751000000,1382000000,395000000,None,184000000,0,11530000000,36000000,8934000000,184000000,8750000000,8934000000,803000000,650000000,-637000000,3189000000,-10471000000,262000000,378000000,APA
2020-06-30,USD,12999000000,1658000000,135000000,135000000,477000000,871000000,10752000000,9344000000,34090000000,None,None,None,1408000000,1408000000,None,652000000,589000000,16041000000,1710000000,459000000,None,294000000,0,11333000000,36000000,8817000000,294000000,8523000000,8817000000,957000000,675000000,-1635000000,3189000000,-10467000000,262000000,378000000,APA
2020-03-31,USD,13391000000,1908000000,428000000,428000000,452000000,838000000,10923000000,9586000000,33652000000,None,None,None,1337000000,1337000000,None,642000000,560000000,15904000000,2025000000,528000000,None,544000000,0,11021000000,37000000,8880000000,544000000,8336000000,8880000000,953000000,562000000,-1246000000,3189000000,-10081000000,262000000,378000000,APA
2019-12-31,USD,18107000000,1961000000,247000000,247000000,502000000,1062000000,15503000000,14158000000,28987000000,87000000,None,87000000,1258000000,1258000000,None,652000000,730000000,14852000000,1855000000,695000000,None,11000000,0,11466000000,37000000,8566000000,11000000,8555000000,8566000000,1149000000,520000000,3255000000,3190000000,-5601000000,261000000,376062670,APA
2019-09-30,USD,21405000000,1971000000,163000000,163000000,475000000,1070000000,36405000000,17655000000,26953000000,None,None,None,1095000000,1095000000,None,738000000,684000000,15104000000,1921000000,661000000,None,19000000,0,11267000000,38000000,8412000000,19000000,8393000000,8412000000,1241000000,491000000,6301000000,3190000000,-2625000000,261000000,377000000,APA
2019-06-30,USD,21806000000,2791000000,549000000,549000000,453000000,1098000000,36039000000,17756000000,26236000000,None,None,None,527000000,527000000,None,1144000000,732000000,15255000000,2262000000,644000000,None,175000000,0,11081000000,38000000,8332000000,175000000,8157000000,8332000000,1443000000,514000000,6551000000,3190000000,-2455000000,261000000,377000000,APA
2019-03-31,USD,21751000000,2504000000,327000000,327000000,438000000,1185000000,36791000000,18291000000,28654000000,None,None,None,209000000,209000000,None,19592000000,747000000,14762000000,2374000000,679000000,None,339000000,526000000,10768000000,38000000,8433000000,339000000,8094000000,8433000000,1356000000,425000000,6989000000,3190000000,-2095000000,261000000,376000000,APA
2018-12-31,USD,21582000000,2687000000,714000000,714000000,401000000,1194000000,36842000000,18421000000,28335000000,87000000,None,87000000,121000000,121000000,None,779000000,474000000,14452000000,2201000000,709000000,None,151000000,150000000,10569000000,None,8244000000,151000000,8093000000,8204000000,1341000000,219000000,7130000000,3192000000,-2048000000,260000000,374696222,APA
2018-09-30,USD,21870000000,2785000000,593000000,593000000,362000000,1457000000,37292000000,18646000000,27399000000,None,None,None,None,None,None,19458000000,439000000,14258000000,2207000000,744000000,None,150000000,150000000,10717000000,None,8203000000,150000000,8053000000,8203000000,1313000000,295000000,7612000000,2930000000,-1667000000,260000000,383000000,APA
2018-06-30,USD,21910000000,3139000000,972000000,972000000,361000000,1446000000,36672000000,18336000000,26796000000,None,None,None,None,None,None,19131000000,435000000,14270000000,2312000000,682000000,None,400000000,400000000,10603000000,None,7937000000,400000000,7937000000,8337000000,1230000000,303000000,7640000000,2887000000,-1748000000,260000000,382000000,APA
2018-03-31,USD,21791000000,3253000000,1077000000,1077000000,386000000,1409000000,36172000000,18086000000,26196000000,None,None,None,None,None,None,18919000000,452000000,14289000000,2342000000,708000000,None,400000000,400000000,10580000000,None,7936000000,400000000,7936000000,8336000000,1234000000,297000000,7502000000,2887000000,-1943000000,259000000,382000000,APA
2017-12-31,USD,21922000000,3725000000,1668000000,1668000000,368000000,1345000000,35605000000,17759000000,25643000000,87000000,87000000,87000000,None,150000000,None,344000000,438000000,14506000000,2564000000,641000000,None,550000000,550000000,10567000000,None,8484000000,550000000,7934000000,8484000000,1373000000,296000000,7416000000,2887000000,-2088000000,259000000,380954864,APA
2017-09-30,USD,21835000000,3769000000,1846000000,1846000000,396000000,1145000000,35310000000,17655000000,25099000000,None,None,None,None,None,96000000,18352000000,411000000,14824000000,2465000000,583000000,None,550000000,550000000,10993000000,None,7933000000,550000000,7933000000,8483000000,1332000000,281000000,7011000000,2887000000,-2544000000,259000000,381000000,APA
2017-06-30,USD,22602000000,4647000000,1667000000,1667000000,416000000,1015000000,35102000000,17551000000,24615000000,None,None,None,None,None,None,1231000000,404000000,15703000000,2873000000,533000000,None,150000000,150000000,11464000000,None,150000000,150000000,8329000000,150000000,1401000000,266000000,6899000000,2887000000,-2607000000,259000000,381000000,APA
2017-03-31,USD,22610000000,3426000000,1521000000,1521000000,454000000,1171000000,37560000000,18780000000,28353000000,None,None,None,None,None,None,187000000,404000000,16225000000,1898000000,564000000,None,150000000,8327000000,12889000000,None,150000000,150000000,8327000000,8477000000,1334000000,313000000,6385000000,2887000000,-3179000000,258000000,380000000,APA
2016-12-31,USD,22519000000,3241000000,1377000000,1400000000,476000000,1128000000,37821000000,18867000000,27882000000,87000000,87000000,87000000,None,None,23000000,179000000,411000000,16281000000,1843000000,585000000,None,0,8544000000,12997000000,None,8544000000,0,8544000000,8544000000,1258000000,311000000,6238000000,2887000000,-3385000000,258000000,379439676,APA
2021-09-30,USD,351002000000,134836000000,34940000000,62639000000,6580000000,51506000000,216166000000,39440000000,70283000000,None,None,None,318994000000,127877000000,27699000000,14111000000,48849000000,287912000000,125481000000,54763000000,19512000000,15692000000,6000000000,162431000000,769000000,134913000000,9613000000,109106000000,241783000000,47493000000,53325000000,63090000000,None,5562000000,57365000000,16426786000,AAPL
2021-06-30,USD,329840000000,114423000000,34050000000,61696000000,5178000000,33908000000,215417000000,38615000000,70242000000,None,None,None,328650000000,131948000000,27646000000,13641000000,44854000000,265560000000,107754000000,40409000000,19681000000,16039000000,8000000000,157806000000,None,128339000000,8039000000,105752000000,120840000000,43625000000,52054000000,64280000000,None,9233000000,54989000000,16556942000,AAPL
2021-03-31,USD,337158000000,121465000000,38466000000,69834000000,5219000000,33036000000,215693000000,37815000000,69465000000,None,None,None,338696000000,134539000000,31368000000,13376000000,43339000000,267980000000,106385000000,40127000000,19495000000,13003000000,5000000000,161595000000,None,129203000000,8003000000,108642000000,120629000000,45660000000,52953000000,69178000000,None,15261000000,54203000000,16686305000,AAPL
2020-12-31,USD,354054000000,154106000000,36010000000,76826000000,4973000000,58620000000,199948000000,37933000000,67560000000,None,None,None,355132000000,118745000000,40816000000,13687000000,43270000000,287830000000,132507000000,63846000000,18995000000,12762000000,5000000000,155323000000,None,124962000000,7762000000,99281000000,110595000000,48504000000,56042000000,66224000000,None,14301000000,51744000000,16823263000,AAPL
2020-09-30,USD,323888000000,143713000000,38016000000,90943000000,4061000000,37445000000,180175000000,36766000000,66760000000,None,None,None,345644000000,100887000000,52927000000,11264000000,42522000000,258549000000,105392000000,42296000000,16843000000,13793000000,4996000000,153157000000,637000000,125873000000,8773000000,98667000000,216860000000,42684000000,54490000000,65339000000,None,14966000000,50779000000,16976763000,AAPL
2020-06-30,USD,317344000000,140065000000,33383000000,93025000000,3978000000,32075000000,177279000000,35687000000,65230000000,None,None,None,353851000000,100592000000,59642000000,10987000000,41000000000,245062000000,95318000000,35325000000,16113000000,18675000000,11166000000,149744000000,None,118309000000,7509000000,94048000000,110987000000,35005000000,55696000000,72282000000,None,24136000000,48696000000,4283939000,AAPL
2020-03-31,USD,320400000000,143753000000,40174000000,94051000000,3334000000,30677000000,176647000000,35889000000,62854000000,None,None,None,345514000000,98793000000,53877000000,15691000000,41965000000,241975000000,96094000000,32421000000,15328000000,20421000000,10029000000,145881000000,None,115992000000,10392000000,89086000000,107777000000,37324000000,56795000000,78425000000,None,33182000000,48032000000,4323987000,AAPL
2019-12-31,USD,340618000000,163231000000,39771000000,107162000000,4097000000,39946000000,177387000000,37031000000,60959000000,None,None,None,374351000000,99899000000,67391000000,12026000000,40457000000,251087000000,102161000000,45111000000,14673000000,15214000000,4990000000,148926000000,None,119324000000,10224000000,93078000000,107861000000,36263000000,55848000000,89531000000,None,43977000000,45972000000,4384959000,AAPL
2019-09-30,USD,338516000000,162819000000,48844000000,100557000000,4106000000,45804000000,175697000000,37378000000,58579000000,None,None,None,362952000000,105341000000,51713000000,12352000000,32978000000,248028000000,105718000000,46236000000,13622000000,16240000000,5980000000,142310000000,None,117760000000,10260000000,91807000000,209135000000,37720000000,50503000000,90488000000,None,45898000000,45174000000,4443236000,AAPL
2019-06-30,USD,322239000000,134973000000,50530000000,94614000000,3355000000,26474000000,187266000000,37636000000,56348000000,None,None,None,370690000000,115996000000,44084000000,10530000000,33634000000,225783000000,89704000000,29115000000,None,23482000000,9953000000,136079000000,None,116029000000,13529000000,84936000000,108059000000,31673000000,51143000000,96456000000,None,53724000000,43371000000,4531395000,AAPL
2019-03-31,USD,341998000000,123346000000,37988000000,80092000000,4884000000,26278000000,218652000000,38746000000,54290000000,None,None,None,414334000000,145319000000,42104000000,12092000000,34587000000,236138000000,93772000000,30443000000,None,22429000000,11924000000,142366000000,None,113805000000,10505000000,90201000000,112922000000,35368000000,52165000000,105860000000,None,64558000000,42801000000,4607284000,AAPL
2018-12-31,USD,373719000000,140828000000,44771000000,86427000000,4988000000,36981000000,232891000000,39597000000,51929000000,None,None,None,446799000000,158608000000,41656000000,12432000000,34686000000,255827000000,108283000000,44293000000,None,21741000000,11969000000,147544000000,None,112372000000,9772000000,92989000000,115529000000,36703000000,54555000000,117892000000,None,80510000000,40970000000,4729803000,AAPL
2018-09-30,USD,365725000000,131339000000,25913000000,25913000000,3956000000,48995000000,234386000000,41304000000,49099000000,None,None,None,448287000000,170799000000,40388000000,12087000000,22283000000,258578000000,115929000000,55888000000,14766000000,20748000000,11964000000,142649000000,None,111984000000,8784000000,93735000000,220132000000,33327000000,48914000000,107147000000,None,70400000000,40201000000,4754986000,AAPL
2018-06-30,USD,349197000000,115761000000,31971000000,70970000000,5936000000,26367000000,406209000000,38117000000,47251000000,None,None,None,243743000000,172773000000,38999000000,12488000000,22546000000,234248000000,88548000000,38489000000,10281000000,17472000000,11974000000,191394000000,None,108598000000,5498000000,97128000000,115871000000,25184000000,45694000000,114949000000,None,79436000000,38624000000,4842917000,AAPL
